id,data,topic,country,language
29,"{""question"": ""О чем предупреждает знак и табличка под ним:"", ""options"": [""Остановка на обочине запрещена в связи с работами."", ""Съезд на обочину опасен в связи с проведением на ней ремонтных работ"", ""Стоянка на обочине запрещена в связи с ремонтными работами на дороге.""], ""correct_index"": 1, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/29.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
30,"{""question"": ""Таким опознавательным знаком обозначают транспортное средство:"", ""options"": [""Управляемое инвалидом."", ""Перевозящее тяжеловесные и крупногабаритные грузы."", ""Перевозящее опасные грузы."", ""Управляемое глухонемым или глухим водителем.""], ""correct_index"": 2, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/30.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
31,"{""question"": ""Какой из указанных знаков отменяет все ранее введенные ограничения?"", ""options"": [""1"", ""2"", ""3"", ""4"", ""5""], ""correct_index"": 3, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/31.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
32,"{""question"": ""В каком случае водитель правильно выполнил требования этого знака?"", ""options"": [""Уступил дорогу механическим транспортным средствам, движущимся по пересекаемой дороге."", ""Уступил дорогу транспортным средствам, движущимся по пересекаемой дороге.""], ""correct_index"": 1, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/32.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
33,"{""question"": ""Какой из указанных знаков устанавливается для обозначения автопоезда?"", ""options"": [""Левый знак."", ""Правый знак."", ""Оба знака.""], ""correct_index"": 1, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/33.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
34,"{""question"": ""Какой знак обязывает уступить дорогу транспортным средствам, движущимся по пересекаемой дороге?"", ""options"": [""1"", ""2"", ""3"", ""4"", ""5""], ""correct_index"": 3, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/34.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
35,"{""question"": ""Какой знак (табличка) указывает способ постановки транспортного средства на стоянку?"", ""options"": [""1"", ""2"", ""3"", ""4"", ""5""], ""correct_index"": 2, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/35.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
36,"{""question"": ""Разрешается ли останавливаться на полосе, обозначенной этим знаком для посадки пассажиров?"", ""options"": [""Разрешается, если полоса расположена у правого края проезжей части, и если она не отделена от остальной проезжей части сплошной линией разметки."", ""Запрещается."", ""Разрешается.""], ""correct_index"": 0, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/36.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
37,"{""question"": ""При наличии этого дорожного знака:"", ""options"": [""Запрещается обгон всеми видами транспортных средств, за исключением тихоходных транспортных средств, гужевых повозок, мотоциклов без бокового прицепа, мопедов и велосипедов."", ""Разрешается обгон грузовыми автомобилями с разрешенной максимальной массой не более 3,5 т."", ""Обгон разрешен, если скорость обгоняемого транспортного средста не превышает 30 кмч.""], ""correct_index"": 0, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/37.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
38,"{""question"": ""Какой знак называется ,,Пересечение с велосипедной дорожкой\"" ?"", ""options"": [""1"", ""2"", ""3"", ""4"", ""5""], ""correct_index"": 1, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/38.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
39,"{""question"": ""Какой из указанных знаков обозначает конец зоны запрещения обгона?"", ""options"": [""1"", ""2"", ""3"", ""4"", ""5""], ""correct_index"": 0, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/39.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
40,"{""question"": ""Какой знак указывает направление движения на Т-образном перекрестке?"", ""options"": [""1"", ""2"", ""3"", ""4"", ""5""], ""correct_index"": 1, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/40.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
41,"{""question"": NaN, ""options"": [""1"", ""2"", ""3"", ""4"", ""5 Этот дорожный знак обозначает:"", ""Дорогу, не имеющую сквозного проезда."", ""Направление движения к объекту в населенном пункте."", ""Конец дополнительной полосы на подъеме или полосы разгона.""], ""correct_index"": 0, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/41.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
42,"{""question"": ""Действие какого знака не распространяется на транспортные средства общего пользования?"", ""options"": [""1"", ""2"", ""3"", ""4"", ""5""], ""correct_index"": 3, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/42.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
43,"{""question"": ""Каким транспортным средствам разрешено движение по дороге, на которой установлен этот знак?"", ""options"": [""Механическим транспортным средствам."", ""Всем транспортным средствам."", ""Автомобилям и мотоциклам."", ""Транспортным средствам максимальная скорость которых более"", ""кмч.""], ""correct_index"": 2, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/43.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
44,"{""question"": ""Какой из этих дорожных знаков не является запрещающим?"", ""options"": [""1"", ""2"", ""3"", ""4"", ""5""], ""correct_index"": 1, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/44.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
45,"{""question"": ""Что обозначает данный опознавательный знак:"", ""options"": [""Впереди участок дороги, имеющий неровность на проезжей части."", ""Впереди участок дороги с тремя полосами для движения в данном направлении."", ""На механическом транспортном средстве установлены шины с шипами.""], ""correct_index"": 2, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/45.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
46,"{""question"": ""Который из этих знаков называется ,,Конец дороги с односторонним движением\""?"", ""options"": [""1"", ""2"", ""3"", ""4"", ""5""], ""correct_index"": 3, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/46.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
47,"{""question"": ""Какой знак обязывает уступить дорогу транспортным средствам, движущимся по пересекаемой дороге?"", ""options"": [""1"", ""2"", ""3"", ""4"", ""5""], ""correct_index"": 1, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/47.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
48,"{""question"": ""Эти знаки обозначают:"", ""options"": [""Место стоянки через 30 м для автомобилей с опознавательным знаком ,,Инвалид\""."", ""Место стоянки в зоне 30 м для транспортных средств, кроме мотоколясок."", ""Место стоянки в зоне 30 м для мотоколясок и автомобилей с опознавательным знаком ,,Инвалид\"".""], ""correct_index"": 2, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/48.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
49,"{""question"": ""Какой из этих знаков является опознавательным знаком транспортных средств?"", ""options"": [""1"", ""2"", ""3""], ""correct_index"": 2, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/49.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
50,"{""question"": ""Движение каких транспортных средств запрещает этот дорожный знак?"", ""options"": [""Механических транспортных средств."", ""Только автомобилей."", ""Всех легковых автомобилей.""], ""correct_index"": 0, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/50.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
51,"{""question"": ""Какой из знаков указывает объезд припятствия справа или слева?"", ""options"": [""1"", ""2"", ""3"", ""4"", ""5""], ""correct_index"": 4, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/51.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
52,"{""question"": ""Какой из знаков устанавливается спереди и сзади транспортного средства, перевозящего группу детей?"", ""options"": [""1"", ""2"", ""3"", ""4""], ""correct_index"": 0, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/52.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
53,"{""question"": ""Что показывают данные дорожные знаки?"", ""options"": [""Главная дорога продолжается от перекрестка налево"", ""Главная дорога продолжается прямо через перекресток и налево""], ""correct_index"": 0, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/53.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
54,"{""question"": ""Что показывают данные дорожные знаки?"", ""options"": [""В зоне действия таблички водители должны передвигаться с большей скоростью, чем указано на знаке."", ""В зоне действия таблички водителям рекомендуется передвигаться со скоростью указанной знаком.""], ""correct_index"": 1, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/54.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
55,"{""question"": ""Какие знаки распространяют свое действие только на период времени, когда покрытие проезжей части влажное?"", ""options"": [""Только A и C."", ""Только B."", ""Только C."", ""Все.""], ""correct_index"": 2, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/55.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
56,"{""question"": ""Как должен поступить водитель в данной ситуации?"", ""options"": [""Продолжать движение по прямой."", ""Перестроиться на полосу встречного движения.""], ""correct_index"": 1, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/56.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
57,"{""question"": ""Что показывают данные дорожные знаки?"", ""options"": [""Через 150-300м после знака начинается сужение дороги с правой стороны протяженностью 100м."", ""Через 100м после знака начинается сужение дороги с правой стороны.""], ""correct_index"": 0, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/57.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
58,"{""question"": ""В каком направлении водителю разрешено движение:"", ""options"": [""Только направо и налево."", ""Только прямо."", ""Прямо и в обратном направлении.""], ""correct_index"": 2, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/58.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
59,"{""question"": ""Что показывают данные дорожные знаки?"", ""options"": [""Остановка запрещена по субботам."", ""Остановка запрещена по воскресеньям."", ""Остановка запрещена по субботам, воскресеньям и по праздничным дням."", ""Остановка запрещена во время снегопада.""], ""correct_index"": 2, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/59.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
60,"{""question"": ""Какой из знаков запрещает разворот?"", ""options"": [""1"", ""2"", ""3""], ""correct_index"": 2, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/60.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
61,"{""question"": ""Что показывают данные дорожные знаки?"", ""options"": [""Съезжать на обочину опасно в связи с ремонтными работами."", ""На дороге ведутся ремонтные работы.""], ""correct_index"": 0, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/61.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
62,"{""question"": ""Как должен поступать водитель в том случае, когда перед перекрестком установлен данный дорожный знак?"", ""options"": [""Проехать перекресток, соблюдая правила безопасности."", ""Уступить дорогу транспортным средствам, двигающимся по пересекаемой дороге ."", ""Остановиться перед знаком и уступить дорогу транспортным средствам, двигающимся по пересекаемой дороге.""], ""correct_index"": 2, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/62.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
63,"{""question"": ""Действие каких знаков не распространяется на транспортные средства общего пользования?"", ""options"": [""Ни один из знаков."", ""Только первого."", ""Только четвертого.""], ""correct_index"": 2, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/63.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
64,"{""question"": ""Данный дорожный знак показывает, что ?"", ""options"": [""На перекрестке следует двигаться налево или направо."", ""На пересекаемой дороге организовано реверсивное движение."", ""На пересекаемой дороге организовано одностороннее движение.""], ""correct_index"": 1, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/64.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
65,"{""question"": ""Обязан ли в данной ситуации водитель уступить дорогу грузовому автомобилю?"", ""options"": [""Обязан."", ""Не обязан.""], ""correct_index"": 0, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/65.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
66,"{""question"": ""Что показывают данные дорожные знаки?"", ""options"": [""Водители должны передвигаться со скоростью 40кмч при гололедице."", ""Водители должны передвигаться со скоростью не более 40кмч при мокром покрытии дороги.""], ""correct_index"": 1, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/66.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
67,"{""question"": ""Что показывают данные дорожные знаки?"", ""options"": [""Остановка запрещается по субботам."", ""Остановка запрещается по воскресеньям."", ""Остановка запрещается по рабочим дням.""], ""correct_index"": 2, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/67.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
68,"{""question"": ""Что показывает данный дорожный знак?"", ""options"": [""Движение на данном участке дороги разрешается со скоростью не более 50 кмч."", ""На данном участке дороги рекомендуется передвигаться со скоростью 50 кмч."", ""Движение разрешено только при указанной на данном знаке скорости или более.""], ""correct_index"": 1, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/68.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
69,"{""question"": ""Какой дорожный знак принуждает водителя ехать только налево или направо?"", ""options"": [""1"", ""2"", ""3""], ""correct_index"": 2, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/69.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
70,"{""question"": ""Что показывают данные дорожные знаки?"", ""options"": [""При мокром покрытии дороги рекомендуется движение со скоростью 40 кмч."", ""При мокром покрытии дороги разрешается движение со скоростью не более 40 кмч.""], ""correct_index"": 0, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/70.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
71,"{""question"": ""Действие данных дорожных знаков распространяются:"", ""options"": [""На левую сторону дороги."", ""На правую сторону дороги."", ""На ту сторону дороги, где они установлены.""], ""correct_index"": 2, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/71.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
72,"{""question"": ""По какой траектории разрешается объезд препятствия в данной ситуации?"", ""options"": [""Толако ''a''."", ""Только ''b''."", ""'a'' и ''b''.""], ""correct_index"": 2, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/72.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
73,"{""question"": ""Как должен поступить водитель в данной ситуации?"", ""options"": [""Необходимо остановиться около первого знака."", ""Необходимо остановиться перед вторым знаком."", ""Необходимо остановиться на расстоянии не менее 5 метров от первой железнодорожной линии.""], ""correct_index"": 1, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/73.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
74,"{""question"": ""Как должен поступить водитель, если намерен совершить правый поворот на перекрестке?"", ""options"": [""Может перестроиться на правую полосу движения и после этого совершить поворот."", ""Может приблизиться к перекрестку, затем совершить правый поворот."", ""Оба ответа правильны.""], ""correct_index"": 2, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/74.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
75,"{""question"": ""Имеет ли водитель право совершить разворот на расстоянии 200 м от знака в данной ситуации?"", ""options"": [""Имеет право."", ""Не имеет право.""], ""correct_index"": 0, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/75.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
76,"{""question"": ""Обязан ли водитель остановиться на указанном регулировщиком месте в данной ситуации?"", ""options"": [""Не обязан, поскольку знак запрещает остановку."", ""Обязан.""], ""correct_index"": 1, ""question_image"": ""{https://github.com/vladfediushin/driving-assets/blob/main/Armenia/4/images/76.jpg}""}",Группа № 4. Дорожные знаки и дорожная разметка,am,ru
