id,data,topic,country,language
11,"{""question"": ""Движение разрешено:"", ""options"": [""Направо в первый проезд."", ""Прямо и направо в первый проезд.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/10.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
12,"{""question"": ""Данный светофор запрещает движение:"", ""options"": [""Только налево."", ""Прямо и налево."", ""Прямо и направо."", ""Только направо.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/11.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
13,"{""question"": ""Если руки регулировщика вытянуты в стороны или опущены, то движение безрельсовым транспортным средствам разрешено:"", ""options"": [""Со стороны груди и спины - только направо."", ""Со стороны левого и правого боков - прямо и направо."", ""Со стороны левого и правого боков - только прямо.""], ""correct_index"": 1, ""question_image"": null}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
14,"{""question"": ""Водитель красного автомобиля:"", ""options"": [""Должен уступить дорогу."", ""Имеет право на первоочередное движение.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/12.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
15,"{""question"": ""Каким транспортным средствам разрешено движение?"", ""options"": [""Желтому и красному автомобилям."", ""Зеленому, красному и белому автомобилям."", ""Белому и зеленому автомобилям.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/13.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
16,"{""question"": ""При каком сигнале светофора водителю автомобиля можно закончить разворот?"", ""options"": [""При красном."", ""При зеленом."", ""При любом.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/14.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
17,"{""question"": ""Что означает желтый и красный сигналы светофора, включенные одновременно?"", ""options"": [""Можно начинать движение."", ""Запрещают движение и предупреждают, что вскоре будет включен зеленый сигнал."", ""К перекрестку приближается транспортное средство, подающее специальные звуковые или проблесковые световые сигналы.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/15.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
18,"{""question"": ""На каком рисунке водитель поворачивает правильно?"", ""options"": [""На левом рисунке."", ""На правом рисунке.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/16.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
19,"{""question"": ""Должен ли водитель трамвая при движении на зеленый сигнал светoфора уступить дорогу транспортным средствам, движущимся с других направлений?"", ""options"": [""Должен."", ""Не должен.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/17.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
20,"{""question"": ""Данный светофор применяется для регулирования движения:"", ""options"": [""По всей ширине проезжей части."", ""По полосам проезжей части, направление движения по которым может изменяться на противоположное."", ""Только по полосам предназначенным для движения транспортных средств общего пользования.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/18.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
21,"{""question"": ""Если правая рука регулировщика вытянута вперед, то движение безрельсовым транспортным средствам со стороны левого бока разрешено:"", ""options"": [""Во всех направлениях."", ""Только налево. Если правая рука регулировщика вытянута вперед, то движение безрельсовым транспортным средствам со стороны левого бока разрешено:""], ""correct_index"": 0, ""question_image"": null}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
22,"{""question"": ""Каким транспортным средствам разрешено движение при этом сигнале светофора?"", ""options"": [""Трамваю, желтому и красному автомобилям."", ""Желтому и красному автомобилям."", ""Всем транспортным средствам.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/19.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
23,"{""question"": ""Движение разрешено:"", ""options"": [""Всем транспортным средствам."", ""Мотоциклу."", ""Автомобилю и мотоциклу.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/20.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
24,"{""question"": ""Если руки регулировщика вытянуты в стороны или опущены, то движение безрельсовым транспортным средствам со стороны левого и правого боков разрешено:"", ""options"": [""Прямо и направо."", ""Только прямо.""], ""correct_index"": 0, ""question_image"": null}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
25,"{""question"": ""Водитель какого транспортного средства имеет преимущество в движении?"", ""options"": [""Водитель автомобиля."", ""Водитель трамвая.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/21.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
26,"{""question"": ""Движение запрещено:"", ""options"": [""Зеленому и белому автомобилям."", ""Белому, синему и зеленому автомобилям."", ""Белому и желтому автомобилям."", ""Зеленому и желтому автомобилям.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/22.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
27,"{""question"": ""При красном сигнале данного светофора движение запрещается:"", ""options"": [""По всей ширине проезжей части."", ""Со скоростью менее 50 кмч."", ""По полосе, над которой он расположен.""], ""correct_index"": 2, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/23.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
28,"{""question"": ""Что означает круглый зеленый мигающий сигнал светофора?"", ""options"": [""Информирует, что въезд на перекресток запрещен."", ""Разрешает движение и информирует, что время его действия истекает и вскоре будет включен запрещающий сигнал.""], ""correct_index"": 1, ""question_image"": null}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
29,"{""question"": ""Транспортные средства проедут перекресток в следующем порядке?"", ""options"": [""Трамвай, красный, зеленый автомобили."", ""Красный автомобиль, трамвай одновременно с зеленым автомобилем."", ""Трамвай одновременно с зеленым автомобилем, красный автомобиль.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/24.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
30,"{""question"": ""В каком ответе правильно названы все транспортные средства, которым разрешено движение?"", ""options"": [""Автомобили и мотоцикл."", ""Все транспортные средства."", ""Автомобили и трамвай.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/25.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
31,"{""question"": ""Если правая рука регулировщика вытянута вперед, то движение безрельсовым транспортным средствам со стороны левого бока разрешено:"", ""options"": [""Прямо и налево."", ""Во всех направлениях.""], ""correct_index"": 1, ""question_image"": null}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
32,"{""question"": ""Движение запрещено:"", ""options"": [""Сине-желтому автомобилю-налево."", ""Сине-желтому автомобилю-прямо, красному автомобилю-прямо и направо."", ""Красному автомобилю.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/26.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
33,"{""question"": ""В каком направлении разрешено движение?"", ""options"": [""Прямо и направо в первый проезд."", ""Направо в первый проезд."", ""Направо во второй проезд."", ""Направо в первый и второй проезды.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/27.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
34,"{""question"": ""Первым проедет перекресток:"", ""options"": [""Красный автомобиль."", ""Синий автомобиль."", ""Зеленый автомобиль.""], ""correct_index"": 2, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/28.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
35,"{""question"": ""На каком рисунке водитель поворачивает правильно?"", ""options"": [""На левом рисунке."", ""На правом рисунке."", ""На обоих рисунках.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/29.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
36,"{""question"": ""Красный автомобиль проедет перекресток:"", ""options"": [""Первым."", ""Вторым."", ""Третьим."", ""Последним.""], ""correct_index"": 3, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/30.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
37,"{""question"": ""Данный светофор применяется для регулирования движения:"", ""options"": [""Трамваев и троллейбусов."", ""Только трамваев."", ""Трамваев, а также других транспортных средств общего пользования по обособленной полосе.""], ""correct_index"": 2, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/31.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
38,"{""question"": ""Автомобиль проедет перекресток:"", ""options"": [""Первым."", ""Вторым.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/32.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
39,"{""question"": ""Движение разрешено:"", ""options"": [""Сине-желтому автомобилю-прямо, красному-направо."", ""Красному автомобилю-прямо и направо, сине-желтому-прямо."", ""Обоим автомобилям только прямо.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/33.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
40,"{""question"": ""Движение разрешено:"", ""options"": [""Красному автомобилю."", ""Мотоциклу."", ""Трамваю и красному автомобилю."", ""Трамваю."", ""Синему автомобилю.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/34.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
41,"{""question"": ""Разрешается ли движение по обозначенной траектории, когда реверсивные светофоры выключены?"", ""options"": [""Разрешается."", ""Разрешается, с целью обгона."", ""Запрещается."", ""Разрешается, при отсутствии встречного транспортного средства.""], ""correct_index"": 2, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/35.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
42,"{""question"": ""Какие транспортные средства имеют право продолжить движение в данной ситуации?"", ""options"": [""Легковой автомобиль - прямо, патрульный автомобиль - по всем направлениям, автобус - только направо."", ""Только патрульный автомобиль - по всем направлениям."", ""Патрульный автомобиль - по всем направлениям, автобус - только направо.""], ""correct_index"": 2, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/36.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
43,"{""question"": ""О чем информирует сигнал светофора?"", ""options"": [""Светофор неисправен."", ""При проезде перекрестка водители должны руководствоваться требованиями дорожных знаков."", ""Водители должны дождаться разрешающего сигнала светофора.""], ""correct_index"": 2, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/37.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
44,"{""question"": ""Разрешается ли водителю легкового автомобиля объехать автобус, когда отключен реверсивный светофор?"", ""options"": [""Разрешается."", ""Разрешается, если автобус движется со скоростью 30кмч."", ""Разрешается, если нет транспортных средств, двигающихся навстречу."", ""Запрещается.""], ""correct_index"": 3, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/38.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
45,"{""question"": ""Какое транспортное средство должно уступить дорогу?"", ""options"": [""Автобус."", ""Мотоцикл и легковой автомобиль.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/39.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
46,"{""question"": ""Продолжить движение по обозначенным траекториям имеют право:"", ""options"": [""Водитель грузового автомобиля."", ""Водители автобуса и грузового автомобилей."", ""Водители легкового автомобиля и автобуса."", ""Водитель автобуса.""], ""correct_index"": 3, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/40.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
47,"{""question"": ""Транспортные средства проедут перекресток в следующем порядке:"", ""options"": [""Трамвай, легковой автомобиль, автобус."", ""Легковой автомобиль, трамвай, автобус."", ""Легковой автомобиль, автобус, трамвай.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/41.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
48,"{""question"": ""В данной ситуации по обозначенным траекториям имеют право на движение:"", ""options"": [""Водитель желтого автобуса."", ""Водитель легкового автомобиля."", ""Водители желтого автобуса и легкового автомобиля.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/42.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
49,"{""question"": ""Имеет ли право водитель автобуса двигаться прямо в данной ситуации?"", ""options"": [""Имеет право."", ""Не имеет право."", ""Имеет право, если он движется по обозначенному маршруту.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/43.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
50,"{""question"": ""В каком направлении водитель может продолжить движение?"", ""options"": [""Направо, в первый проезд."", ""Направо, в первый и второй проезд."", ""Налево, в первый проезд.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/44.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
51,"{""question"": ""При повороте направо водитель должен уступить дорогу:"", ""options"": [""Только велосипедисту."", ""Только пешеходам."", ""Пешеходам и велосипедисту."", ""Может продолжать движение без остановки.""], ""correct_index"": 2, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/45.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
52,"{""question"": ""Транспортные средства проедут перекресток в следующем порядке:"", ""options"": [""Трамвай, автобус, грузовой автомобиль, мотоцикл."", ""Автобус, грузовой автомобиль, трамвай, мотоцикл."", ""Автобус, трамвай и мотоцикл, грузовой автомобиль.""], ""correct_index"": 2, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/6/images/46.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
