id,data,topic,country,language
31,"{""question"": ""На переднем сиденье легкового автомобиля, не оборудованного устройством для удерживания детей, разрешается перевозить детей, достигших:"", ""options"": [""10-тилетнего возраста."", ""11-тилетнего возраста."", ""12-тилетнего возраста.""], ""correct_index"": 2, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
32,"{""question"": ""Разрешается ли перевозка людей на грузовом прицепе:"", ""options"": [""Запрещается."", ""Разрешается."", ""Разрешается только лицам, сопровождающим груз.""], ""correct_index"": 0, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
33,"{""question"": ""Разрешается ли перевозить детей, не достигших 12-летнего возраста, на заднем сидении мотоцикла?"", ""options"": [""Разрешается."", ""Запрещается.""], ""correct_index"": 1, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
34,"{""question"": ""Разрешается ли проезд в кузове грузового автомобиля, не оборудованного для перевозки людей?"", ""options"": [""Запрещается."", ""Разрешается на дорогах, не относящихся к автомагистралям."", ""Разрешается только лицам, сопровождающим груз или следующим за его получением, при условии обеспечения их местом для сидения, расположенным ниже уровня бортов.""], ""correct_index"": 2, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
35,"{""question"": ""Перевозка людей на грузовом прицепе:"", ""options"": [""Запрещается."", ""Разрешается."", ""Разрешается только лицам, сопровождающим груз.""], ""correct_index"": 0, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
36,"{""question"": ""Разрешается ли перевозить людей в буксируемом автобусе?"", ""options"": [""Разрешается."", ""Разрешается до 8-и пассажиров."", ""Запрещается.""], ""correct_index"": 2, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
37,"{""question"": ""Буксировка автобуса при гололеде запрещается:"", ""options"": [""На гибкой сцепке."", ""На жесткой сцепке.""], ""correct_index"": 0, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
38,"{""question"": ""Разрешается ли при буксировке на гибкой или жесткой сцепке перевозить людей в буксируемом механическом транспортном средстве?"", ""options"": [""Разрешается в автобусе и троллейбусе."", ""Разрешается в кабине грузового автомобиля и в легковом автомобиле."", ""Разрешается в кузове грузового автомобиля и в легковом автомобиле."", ""Запрещается.""], ""correct_index"": 1, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
39,"{""question"": ""Перевозка людей запрещается, если:"", ""options"": [""Число пассажиров в салоне автобуса, движущегося по туристическим маршрутам, превышает число мест, оборудованных для сидения."", ""Число пассажиров в салоне междугороднего автобуса превышает число мест, оборудованных для сидения."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
40,"{""question"": ""При перевозке организованной группы детей в салоне автобуса должен находиться минимум:"", ""options"": [""Один совершеннолетний сопровождающий."", ""Два совершеннолетних сопровождающих."", ""Три совершеннолетних сопровождающих.""], ""correct_index"": 0, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
41,"{""question"": ""С какой максимальной скоростью разрешается движение междугородних и межобластных автобусов на всех дорогах вне населенных пунктов:"", ""options"": [""60 кмч."", ""70 кмч."", ""90 кмч.""], ""correct_index"": 2, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
42,"{""question"": ""Разрешается ли движение автобусов вне населенных пунктов со скоростью 70 кмч?"", ""options"": [""Разрешается."", ""Запрещается.""], ""correct_index"": 0, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
43,"{""question"": ""Движение междугородних автобусов в населенных пунктах разрешается со скоростью не более чем:"", ""options"": [""60 кмч."", ""70 кмч."", ""90 кмч.""], ""correct_index"": 0, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
44,"{""question"": ""С какой максимальной скоростью разрешается движение междугородних автобусов вне населенных пунктов:"", ""options"": [""60 кмч."", ""70 кмч."", ""90 кмч.""], ""correct_index"": 2, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
45,"{""question"": ""С какой максимальной скоростью разрешается движение автобусов в зоне действия знаков ''Жилая зона'' и ''Конец жилой зоны''?"", ""options"": [""20 кмч"", ""30 кмч"", ""40 кмч""], ""correct_index"": 0, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
46,"{""question"": ""Разрешается ли перевозка людей в буксируемом автобусе при жесткой или гибкой сцепке:"", ""options"": [""Разрешается."", ""Запрещается.""], ""correct_index"": 1, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
47,"{""question"": ""При перевозке пассажиров в кузове грузового автомобиля, оборудованного для перевозки людей, водитель обязан двигаться со скоростью не более:"", ""options"": [""50 кмч"", ""60 кмч"", ""70 кмч""], ""correct_index"": 1, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
48,"{""question"": ""Разрешается ли перевозка пассажиров в буксирующем автобусе?"", ""options"": [""Запрещается."", ""Разрешается.""], ""correct_index"": 1, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
49,"{""question"": ""С какой максимальной скоростью разрешается движение междугородних автобусов на автомобильных дорогах, обозначенных этим знаком."", ""options"": [""70 кмч"", ""90 кмч"", ""110 кмч""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/8/images/49.jpg""}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
50,"{""question"": ""С какой максимальной скоростью может двигаться водитель буксирующего автобуса в данной ситуации?"", ""options"": [""50 кмч"", ""60 кмч"", ""90 кмч""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/8/images/50.jpg""}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
51,"{""question"": ""С какой максимальной скоростью может двигаться водитель междугороднего автобуса в данной ситуации?"", ""options"": [""60 кмч"", ""70 кмч"", ""80 кмч"", ""90 кмч""], ""correct_index"": 3, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/8/images/51.jpg""}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
52,"{""question"": ""С какой скоростью может продолжать движение водитель автобуса по полосе, обозначенной данным знаком?"", ""options"": [""Менее 60 кмч"", ""Не менее 60 кмч, но не более 70 кмч"", ""Не менее 60 кмч, но не более 90 кмч""], ""correct_index"": 2, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/8/images/52.jpg""}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
53,"{""question"": ""На автомобильных дорогах, обозначенных этим знаком, водители междугородних автобусов имеют право двигаться со скоростью не более чем:"", ""options"": [""60 кмч"", ""80 кмч"", ""90 кмч""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/8/images/53.jpg""}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
54,"{""question"": ""На автомобильных дорогах, обозначенных этим знаком, водители междугородних автобусов имеют право двигаться со скоростью не более чем:"", ""options"": [""60 кмч"", ""80 кмч"", ""90 кмч""], ""correct_index"": 2, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/8/images/54.jpg""}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
55,"{""question"": ""Разрешается ли перевозка пассажиров в салоне автобуса в данной ситуации?"", ""options"": [""Запрещается."", ""Разрешается."", ""Разрешается, только в соответствии с количеством мест для сидения.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/8/images/55.jpg""}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
56,"{""question"": ""Разрешается ли перевозка пассажиров в буксируемом автобусе?"", ""options"": [""Запрещается."", ""Разрешается, при жесткой сцепке."", ""Разрешается.""], ""correct_index"": 0, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
57,"{""question"": ""При буксировке на буксируемом транспортном средстве должны быть включены:"", ""options"": [""Дальний свет фар."", ""Ближний свет фар."", ""Аварийная световая сигнализация.""], ""correct_index"": 2, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
58,"{""question"": ""С какой максимальной скоростью разрешается движение междугородних автобусов на автомагистралях?"", ""options"": [""70 кмч."", ""80 кмч."", ""90 кмч."", ""100 кмч."", ""110 кмч.""], ""correct_index"": 2, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
59,"{""question"": ""С какой максимальной скоростью разрешается движение автобусов на участках дорог, обозначенных таким дорожным знаком?"", ""options"": [""70 кмч."", ""80 кмч."", ""90 кмч."", ""100 кмч."", ""110 кмч.""], ""correct_index"": 2, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/8/images/59.jpg""}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
60,"{""question"": ""С какой максимальной скоростью разрешается движение междугородним автобусам на автомагистралях?"", ""options"": [""70 кмч."", ""80 кмч."", ""110 кмч."", ""100 кмч."", ""90 кмч.""], ""correct_index"": 4, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
61,"{""question"": ""С какой скоростью разрешается движениe транспортных средств на территориях, обозначенных дорожными знаками „Жилая зона'' и „ Конец жилой зоны''?"", ""options"": [""Не более 5 кмч."", ""Не более 10 кмч."", ""Не более 20 кмч.""], ""correct_index"": 2, ""question_image"": null}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
62,"{""question"": ""С какой максимальной скоростью допускается движение легковых автомобилей на участках дорог, обозначенных таким дорожным знаком?"", ""options"": [""70 кмч."", ""80 кмч."", ""90 кмч."", ""100 кмч."", ""110 кмч.""], ""correct_index"": 4, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/8/images/62.jpg""}","Группа № 8. Скорость, буксировка, перевозка людей и грузов",am,ru
