id,data,topic,country,language
11,"{""question"": ""Для чего служат установленные на транспортных средствах проблесковые маячки оранжевого или желтого цветов?"", ""options"": [""Для получения преимущества перед другими участниками дорожного движения."", ""Для предупреждения других участников дорожного движения об опасности.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
12,"{""question"": ""При приближении транспортного средства с включенными проблесковым маячком синего цвета и специальным звуковым сигналом водители обязаны:"", ""options"": [""Уступить дорогу для обеспечения беспрепятственного проезда указанного транспортного средства."", ""Снизить скорость и уступить дорогу для обеспечения беспрепятственного проезда указанного транспортного средства.""], ""correct_index"": 0, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
13,"{""question"": ""Синий автомобиль проедет перекресток:"", ""options"": [""Первым одновременно с красным."", ""Вторым одновременно с красным."", ""Третьим одновременно с красным.""], ""correct_index"": 2, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/13.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
14,"{""question"": ""При приближении транспортного средства с включенными проблесковыми маячками синего и красного цветов и специальным звуковым сигналом водители обязаны:"", ""options"": [""Уступить дорогу для обеспечения беспрепятственного проезда указанного транспортного средства."", ""Снизить скорость и уступить дорогу, для обеспечения беспрепятственного проезда указанного транспортного средства, а также сопровождаемых им транспортных средств.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
15,"{""question"": ""Водитель какого транспортного средства имеет преимущество на первоочередное движение?"", ""options"": [""Водитель дорожной машины."", ""Водитель легкового автомобиля.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/15.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
16,"{""question"": ""Черный автомобиль проедет перекресток:"", ""options"": [""Первым."", ""Вторым."", ""Последним.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/16.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
17,"{""question"": ""Водитель какого транспортного средства должен уступить дорогу?"", ""options"": [""Водитель автомобиля скорой помощи."", ""Водитель легкового автомобиля.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/17.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
18,"{""question"": ""Синий автомобиль проедет перекресток:"", ""options"": [""Первым."", ""Вторым."", ""Третьим."", ""Последним.""], ""correct_index"": 3, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/18.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
19,"{""question"": ""Дает ли преимущество в движении включенный на транспортном средстве проблесковый маячок желтого(оранжевого) цвета?"", ""options"": [""Дает."", ""Не дает.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
20,"{""question"": ""Водитель транспортного средства с включенными маячками бело-лунного цвета подает специальный звуковой сигнал, чтобы:"", ""options"": [""Получить преимущество в движении перед другими участниками движения."", ""Привлечь внимание служащих полиции и других лиц.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
21,"{""question"": ""Водитель транспортного средства, оборудованного проблесковым маячком синего цвета, имеет преимущество перед другими участниками дорожного движения, если:"", ""options"": [""Включил проблесковый маячок."", ""Подает специальный звуковой сигнал."", ""Включил проблесковый маячок и подает специальный звуковой сигнал.""], ""correct_index"": 2, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
22,"{""question"": ""Обгон перед железнодорожным переездом запрещен ближе, чем за:"", ""options"": [""50 м."", ""100 м."", ""150 м.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
23,"{""question"": ""Разрешается ли обгон транспортных средств в зоне перекрестка на дороге, являющейся главной по отношению к пересекаемой?"", ""options"": [""Разрешается."", ""Запрещается.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
24,"{""question"": ""Разрешен ли водителю легкового автомобиля обгон в данной ситуации?"", ""options"": [""Разрешен."", ""Разрешен, если скорость мотоцикла менее 30 км/ч"", ""Запрещен.""], ""correct_index"": 2, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/24.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
25,"{""question"": ""Обгон запрещен:"", ""options"": [""На перекрестках."", ""Ближе, чем за 150 м до железнодорожного переезда."", ""В обоих случаях.""], ""correct_index"": 0, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
26,"{""question"": ""Обгон запрещен:"", ""options"": [""На регулируемых перекрестках."", ""На нерегулируемых перекрестках."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
27,"{""question"": ""Разрешается ли обгонять автопоезд в данной ситуации, если он движется со скоростью менее 30 км/ч?"", ""options"": [""Запрещается."", ""Разрешается.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/27.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
28,"{""question"": ""Разрешается ли водителю зеленого автомобиля выполнять обгон?"", ""options"": [""Разрешается."", ""Запрещается."", ""Разрешается, если красный автомобиль движется со скоростью менее 30 км/ч.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/28.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
29,"{""question"": ""Разрешается ли водителю красного автомобиля выполнить обгон в данной ситуации?"", ""options"": [""Разрешается."", ""Запрещается."", ""Разрешается, при условии, если скорость обгоняемого менее 30 км/ч.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/29.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
30,"{""question"": ""Разрешается ли обгонять автобус в этом месте?"", ""options"": [""Разрешается."", ""Запрещается.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/30.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
31,"{""question"": ""Обгон транспортных средств, это:"", ""options"": [""Опережение находящегося в движении одного или нескольких транспортных средств, связанное с выездом на полосу встречного движения."", ""Опережение находящегося в движении одного или нескольких транспортных средств, связанное с выездом с занимаемой полосы.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
32,"{""question"": ""В темное время суток и в условиях недостаточной видимости, независимо от освещения дороги, на движущемся механическом транспортном средстве должны быть включены:"", ""options"": [""Фары дальнего света."", ""Фары ближнего света."", ""Фары дальнего или ближнего света.""], ""correct_index"": 2, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
33,"{""question"": ""В каком случае на мотоцикле должен быть включен ближний свет фар в светлое время суток?"", ""options"": [""При движении в условиях недостаточной видимости."", ""На имеющем неисправности мотоцикле, следующего к месту стоянки."", ""В любом случае, при нахождении в движении."", ""При перевозке больного пассажира.""], ""correct_index"": 2, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
34,"{""question"": ""Что должен предпринять водитель в первую очередь при ослеплении светом фар встречного автомобиля?"", ""options"": [""Дальний свет фар (если включен) переключить на ближний."", ""Включить аварийную световую сигнализацию."", ""Подать звуковой сигнал: один длинный и три коротких."", ""Подать звуковой сигнал: один короткий и три длинных.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
35,"{""question"": ""Звуковые сигналы могут применяться только:"", ""options"": [""В населенных пунктах, для предупреждения других водителей о намерении произвести обгон."", ""Когда это необходимо для предотвращения дорожно- транспортного происшествия."", ""В обоих случаях.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
36,"{""question"": ""При движении в темное время суток на неосвещенных участках дорог на механическом транспортном средстве должен быть включен:"", ""options"": [""Ближний или дальний свет фар."", ""Только ближний свет фар."", ""Только дальний свет фар.""], ""correct_index"": 0, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
37,"{""question"": ""Задние противотуманные фонари могут применяться:"", ""options"": [""При движении в колонне в темное время суток."", ""При движении в тоннелях."", ""Только в условиях недостаточной видимости."", ""При разгрузке груза в темное время суток."", ""Во всех перечисленных случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
38,"{""question"": ""На каком расстоянии до встречного транспортного средства дальний свет фар должен быть переключен на ближний?"", ""options"": [""За 100 м."", ""За 150 м."", ""За 300 м.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
39,"{""question"": ""Фарой-прожектором разрешается пользоваться:"", ""options"": [""Только вне населенных пунктов при отсутствии встречных и попутных транспортных средств."", ""Только в условиях недостаточной видимости."", ""В любых местах, если в этом есть необходимость."", ""В темное время суток на всех участках дорог.""], ""correct_index"": 0, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
40,"{""question"": ""На каком расстоянии до начала опасного участка устанавливается этот предупреждающий знак в населенных пунктах?"", ""options"": [""25-50 м."", ""50-100 м."", ""100-150 м""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/40.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
41,"{""question"": ""Разрешается ли провозить через железнодорожный переезд сельскохозяйственные, дорожные, строительные и другие машины и механизмы?"", ""options"": [""Разрешается, если переезд не оборудован шлагбаумом."", ""Разрешается, если они находятся в нетранспортном положении."", ""Разрешается, если они находятся в транспортном положении.""], ""correct_index"": 2, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
42,"{""question"": ""В каком месте разрешается пересекать железнодорожные линии?"", ""options"": [""Там, где видимость с обоих сторон не менее 1000 м."", ""По усмотрению водителя в удобном для этого местах."", ""В предусмотренных для этого местах."", ""На расстоянии не менее 1000 м от железнодорожных вокзалов.""], ""correct_index"": 2, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
43,"{""question"": ""Разрешается ли самовольно открывать шлагбаум или объезжать его при выполнении служебного задания?"", ""options"": [""Запрещается."", ""Разрешается."", ""Разрешается по усмотрению водителя, если вблизи нет приближающего поезда."", ""Разрешается при отсутствии дежурного по переезду.""], ""correct_index"": 0, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
44,"{""question"": ""Разрешается ли провозить через железнодорожный переезд сельскохозяйственные, дорожные, строительные и другие машины и механизмы?"", ""options"": [""Разрешается."", ""Разрешается, если они находятся в транспортном положении."", ""Запрещается.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
45,"{""question"": ""Чем должен руководствоваться водитель при приближении к железнодорожному переезду:"", ""options"": [""Положением шлагбаума и сигналами светофора."", ""Требованиями дорожных знаков и разметки."", ""Указаниями дежурного по переезду."", ""Всеми перечисленными требованиями.""], ""correct_index"": 3, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
46,"{""question"": ""Разрешается ли перемещение пешеходов по дороге, обозначенной знаком ,,Автомагистраль\\\""?"", ""options"": [""Запрещается."", ""Разрешается идти только вне населенных пунктов навстречу движения транспортных средств."", ""Разрешается идти вне населенных пунктов по ходу движения транспортных средств.""], ""correct_index"": 0, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
47,"{""question"": ""На автомагистралях движение транспортных средств, скорость которых по технической характеристике или состоянию менее 40 км/ч:"", ""options"": [""Разрешается только по крайней правой полосе."", ""Запрещается."", ""Разрешается при отсутствии знака Ограничение минимальной скорости\"".""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
48,"{""question"": ""На транспортном средстве аварийная световая сигнализация должна быть включена:"", ""options"": [""При дорожно-транспортном происшествии."", ""При вынужденной остановке в местах, где остановка запрещена."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
49,"{""question"": ""На транспортном средстве аварийная световая сигнализация должна быть включена:"", ""options"": [""При дорожно-транспортном происшествии."", ""При буксировке (на буксируемом механическом транспортном средстве)."", ""При вынужденной остановке в местах, где остановка запрещается."", ""Во всех указанных случаях.""], ""correct_index"": 3, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
50,"{""question"": ""На каком расстоянии от транспортного средства устанавливают знак \\\""Аварийная остановка\\\""?"", ""options"": [""В населенных пунктах — не менее чем за 15 м, вне населенных пунктов — 30 м."", ""В населенных пунктах — не менее чем за 10 м, вне населенных пунктов — 20 м."", ""В населенных пунктах — не менее чем за 5 м, вне населенных пунктов — 10 м.""], ""correct_index"": 0, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
51,"{""question"": ""На транспортном средстве аварийная световая сигнализация должна быть включена:"", ""options"": [""При ослеплении водителя светом фар."", ""При буксировке (на буксируемом механическом транспортном средстве)."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
52,"{""question"": ""На транспортном средстве аварийная световая сигнализация должна быть включена:"", ""options"": [""При дорожно-транспортном происшествии."", ""При буксировке (на буксируемом механическом транспортном средстве)."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
53,"{""question"": ""На застроенных территориях, вьезды на которую и выезды с которой обозначены дорожными знаками ,,Жилая зона\\\"" и ,,Конец жилой зоны'', не запрещается:"", ""options"": [""Перемещение пешеходов по проезжей части дороги."", ""Сквозное движение транспортных средств."", ""Учебная езда.""], ""correct_index"": 0, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
54,"{""question"": ""Перекресток считается регулируемым, если очередность движения на нем определяется:"", ""options"": [""Только сигналами светофора."", ""Только сигналами регулировщика."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
55,"{""question"": ""Если на грунтовой дороге непосредственно перед перекрестком имеется участок с покрытием, то делает ли это ее равной по значению с пересекаемой?"", ""options"": [""Нет."", ""Да.""], ""correct_index"": 0, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
56,"{""question"": ""На каком рисунке показаны разрешенные направления движения?"", ""options"": [""На левом рисунке."", ""На среднем рисунке."", ""На правом рисунке."", ""На среднем и правом рисунке.""], ""correct_index"": 2, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/56.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
57,"{""question"": ""Если значения сигналов светофора противоречат требованиям дорожных знаков приоритета, то водители должны руководствоваться:"", ""options"": [""Требованиями знаков."", ""Сигналами светофора.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
58,"{""question"": ""Разрешается ли водителю автомобиля продолжать движение при включении желтого сигнала светофора или поднятии регулировщиком руки вверх?"", ""options"": [""Запрещается."", ""Разрешается, только в случае, если водитель не может остановиться, не прибегая к экстренному торможению.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
59,"{""question"": ""Регулировщик подает сигнал свистком:"", ""options"": [""Только в том случае, когда требует остановить транспортное средство."", ""Для привлечения к себе внимания участников дорожного движения.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
60,"{""question"": ""Разрешается ли в данной ситуации автопоезду проехать по мосту?"", ""options"": [""Разрешается."", ""Запрещается.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/60.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
61,"{""question"": ""В каком случае правила не обязывают водителя автобуса подать предупредительный сигнал?"", ""options"": [""Во время остановки у края проезжей части."", ""Перед закруглением участка дороги, обозначенной знаком ,,Опасный поворот\""."", ""Перед перестроением на соседнюю полосу движения."", ""При движении по установленному маршруту.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
62,"{""question"": ""Перед перестроением водитель автобуса должен подавать предупредительный сигнал?"", ""options"": [""Непосредственно перед началом выполнения маневра."", ""Сразу после начала выполнения маневра."", ""Заранее — перед началом выполнения маневра."", ""Не обязан, если автобус движется по установленному маршруту.""], ""correct_index"": 2, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
63,"{""question"": ""Какие повторяющиеся звуковые сигналы общей тревоги обязан подавать водитель автобуса при вынужденной остановке транспортного средства на железнодорожном переезде?"", ""options"": [""Три длинных и один короткий."", ""Один длинный и три коротких."", ""Один длинный и два коротких."", ""Два длинных и два коротких.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
64,"{""question"": ""Приближаясь к стоящему транспортному средству с включенным проблесковым маячком красного цвета водители транспортных средств общего пользования, движущихся в данном направлении, обязаны:"", ""options"": [""Остановиться и продолжить движение, лишь получив на это разрешение."", ""Снизить скорость, чтобы при необходимости иметь возможность незамедлительно остановиться."", ""Продолжить движение, поскольку двигаются по установленному маршруту.""], ""correct_index"": 0, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
65,"{""question"": ""При приближении транспортного средства с включенным проблесковым маячком синего цвета и специальным звуковым сигналом водители транспортных средств общего пользования обязаны:"", ""options"": [""Продолжить движение, поскольку двигаются по установленному маршруту."", ""Уступить дорогу для обеспечения беспрепятственного проезда указанного транспортного средства."", ""Снизить скорость и уступить дорогу для обеспечения беспрепятственного проезда указанного транспортного средства.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
66,"{""question"": ""Водителями транспортных средств общего пользования звуковые сигналы могут применяться:"", ""options"": [""Для получения преимущества по отношению к другим участникам дорожного движения."", ""В населенных пунктах, для предупреждения других водителей о намерении произвести обгон."", ""Когда это необходимо для предотвращения дорожно-транспортного происшествия."", ""Во всех случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
67,"{""question"": ""При движении по установленному маршруту в темное время суток на неосвещенных участках дорог на автобусе должен быть включен:"", ""options"": [""Только ближний свет фар."", ""Только дальний свет фар."", ""Ближний или дальний свет фар.""], ""correct_index"": 2, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
68,"{""question"": ""Должен ли быть включен ближний свет фар на транспортном средстве общего пользования при движении в светлое время суток по специально выделенной полосе против основного потока движения?"", ""options"": [""Должен."", ""Не должен.""], ""correct_index"": 0, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
69,"{""question"": ""Имеет ли право водитель междугороднего автобуса совершать обгон мотоцикла, двигающегося со скоростью 70 км/ч?"", ""options"": [""Не имеет права."", ""Имеет право.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/69.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
70,"{""question"": ""Можно ли подать предупреждающий сигнал рукой при движении по данной траектории?"", ""options"": [""Можно, если неисправен указатель поворота."", ""Можно, если неисправен указатель поворота, в светлое время суток."", ""Можно во всех случаях.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/70.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
71,"{""question"": ""Обязан ли водитель включить указатель поворота перед началом движения в населенной зоне?"", ""options"": [""Не обязан."", ""Обязан."", ""Обязан, при наличии других транспортных средств.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
72,"{""question"": ""Водитель автомобиля патрульной службы для приобретения преимущества перед другими участниками дорожного движения должен включить:"", ""options"": [""Проблесковый маячок синего цвета."", ""Проблесковые маячки синего и красного цветов."", ""Проблесковый маячок синего цвета и специальный звуковой сигнал.""], ""correct_index"": 2, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
73,"{""question"": ""Обязан ли водитель автобуса уступить дорогу автомобилю ''Скорой помощи'', если на нем не включен проблесковый маячок синего цвета и специальный звуковой сигнал?"", ""options"": [""Обязан."", ""Не обязан.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/73.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
74,"{""question"": ""Обгон запрещается:"", ""options"": [""На железнодорожных переездах и на расстоянии 100 м до него."", ""На железнодорожных переездах и на расстоянии 150 м до него."", ""На железнодорожных переездах и на расстоянии 250 м до него.""], ""correct_index"": 0, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
75,"{""question"": ""О чем информирует сигнал, поданный рукой водителя легкового автомобиля?"", ""options"": [""Поворочивает направо."", ""Продолжает движение по прямой."", ""Тормозит.""], ""correct_index"": 2, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/75.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
76,"{""question"": ""Аварийный световой сигнал включается:"", ""options"": [""Перед въездом в тоннель."", ""При дорожнотранспортном происшествии."", ""При движении в составе организованной колонны.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
77,"{""question"": ""О чем информирует сигнал, поданный рукой водителя мотоцикла?"", ""options"": [""Продолжает движение налево или в обратную сторону."", ""Продолжает движение прямо или направо.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/77.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
78,"{""question"": ""О чем информирует сигнал, поданный рукой водителя легкового автомобиля?"", ""options"": [""Делает поворот направо."", ""Продолжает движение прямо."", ""Тормозит, чтобы уступить дорогу мотоциклу.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/78.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
79,"{""question"": ""О чем информирует сигнал, поданный рукой водителя легкового автомобиля?"", ""options"": [""Намерен совершить левый поворот или разворот."", ""Тормозит, чтобы уступить дорогу грузовому автомобилю.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/79.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
80,"{""question"": ""Обязан ли водитель включить указатель поворота в данной ситуации?"", ""options"": [""Обязан."", ""Не обязан.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/80.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
81,"{""question"": ""При организованной перевозке группы детей в светлое время суток на автобусе должны быть включены:"", ""options"": [""Дальний свет фар."", ""Ближний свет фар."", ""Аварийный световой сигнал."", ""Приборы внутреннего освещения салона.""], ""correct_index"": 1, ""question_image"": null}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
82,"{""question"": ""Разрешается ли водителю грузового автомобиля обгонять автобус, двигающийся со скоростью 60 км/ч?"", ""options"": [""Запрещается."", ""Разрешается.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/9/images/82.jpg""}","Группа № 9. Предупредительные сигналы, специальные сигналы",am,ru
